Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Regulation Of Amyloid Fibril Formation (GO:1905906),-0.04312938816449348,-0.1566763128947037,0.8661087866108786,1.0,1.0,5/5,100.00%,APP;CRYAB;PFDN2;LDLR;CLU
prerank,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),-0.043151028600100345,-0.156327573201202,0.8227848101265823,1.0,1.0,6/6,100.00%,PSMC3;PSMC5;PYHIN1;GBA1;CTSC;CLU
prerank,Neuron Development (GO:0048666),-0.05953582240161453,-0.15617447485964447,0.6054945054945055,1.0,1.0,17/17,100.00%,L1CAM;APP;HMGB1;STMN3;RAB6A;EHD1;UNC5A;CLN5;DOCK7;RAPGEF2;APOE;TNXB;CNTN4;LAMB1;PTPRM;MYOC;GBA1
prerank,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230),-0.04312938816449348,-0.15608220576773316,0.8382352941176471,1.0,1.0,5/5,100.00%,CXCL12;MUC1;TPT1;CD44;CLU
prerank,Receptor-Mediated Virion Attachment To Host Cell (GO:0046813),-0.04012036108324975,-0.1557098161034532,0.8571428571428571,1.0,1.0,5/5,100.00%,LRRC15;CLEC4M;GAS6;ICAM1;DPP4
prerank,Regulation Of Tissue Remodeling (GO:0034103),-0.04367469879518072,-0.15545226934519202,0.7852631578947369,1.0,1.0,7/7,100.00%,LEP;LEPR;TGFB1;FLT4;CST3;GPNMB;THBS4
prerank,Apoptotic Mitochondrial Changes (GO:0008637),-0.043194374686087396,-0.1553727669681593,0.7930672268907563,1.0,1.0,8/8,100.00%,SFN;HSPD1;BID;DNM1L;BAX;SOD2;GGCT;CLU
prerank,Regulation Of Translation (GO:0006417),-0.0916030534351145,-0.15514073876843731,0.6159334126040428,1.0,1.0,34/34,100.00%,EPHA4;GSPT1;METTL5;RPS4X;SERBP1;APP;ETF1;CSDE1;RPS3;CYFIP1;SHMT1;PYM1;EIF5;KLHL25;EIF4B;EIF6;NPM1;EIF4E;HNRNPD;EIF2S1;RACK1;NCL;EEF2;PRG3;KRT13;ILF3;VIM;CALR;GAPDH;THBS1;MTPN;IGFBP5;PLXNB2;HSPB1
prerank,Regulation Of Neutrophil Chemotaxis (GO:0090022),-0.04014049172102358,-0.15513903504232196,0.8378661087866108,1.0,1.0,6/6,100.00%,DNM1L;MPP1;RAC1;JAM3;THBS4;DPP4
prerank,Myeloid Leukocyte Differentiation (GO:0002573),-0.05188916876574307,-0.15293497826527236,0.6674008810572687,1.0,1.0,14/14,100.00%,F2RL1;IL1RL1;MAPK14;HLA-DRB1;TGFBR2;MYH9;CD4;SLC4A2;MMP9;KIT;CSF1R;GLO1;OSCAR;CSF1
prerank,Regulation Of Nitric Oxide Biosynthetic Process (GO:0045428),-0.043237807943690296,-0.15269141183925525,0.7566702241195304,1.0,1.0,10/10,100.00%,MMP8;HSP90AB1;DDAH2;RAC1;HSP90AA1;HBB;CD36;ASS1;SIRPA;CLU
prerank,Response To Organic Cyclic Compound (GO:0014070),-0.043194374686087396,-0.15173754387061647,0.7970244420828906,1.0,1.0,8/8,100.00%,ALPL;ANXA1;TGFB1;FGFR4;SPP1;IGFBP5;CCL5;CLU
